ID	DOCULECT	CONCEPT	CONCEPTID	TRANSCRIPTION	SEGMENTS	COGID	GLOSS	nepaleseGloss	pos	headword	semanticDomain
2924	Kagate	DRY	1398	kam‍tsʲudze			to be dry	सुक्न लगाउनु	v	काम्‍च्‍युजे	1.3.2.2
2925	Kagate			kam‍dze			to dry (trans.)	सुकाउनु	v	काम्‍जे	1.3.3.1
2926	Kagate			ᶫkam‍dzʲu			small box for saving money	कन्तुर	n	काःम्‍ज्‍यु	6.7.7
2927	Kagate			ᶫkam‍dzʲuŋ			small box for saving money	कन्तुर, सानो बाकस	n	काःम्‍ज्‍युङ	
2928	Kagate			kam‍ʈ‍jaŋ			tool made of bamboo for castrating a goat	खसी पार्दा प्रयोग हुने काठको चिम्टा	n	काम्‍ट्‍याङ	6.7.6
2929	Kagate	COMPANIONSHIP	2983	kam‍pani			company	कम्पनी	n	काम्‍पानी	4.2.1.8
2930	Kagate	COMPUTER	3086	kam‍puʈar			computer	सुचङ्‍क यन्त्र	n	काम्‍पुटार	6.7.9
2931	Kagate	DRY	1398	kam‍bu			dry	सुक्खा	n	काम्‍बु	1.4.1
2932	Kagate			kam‍busʲa			dried meat	सुकुटी	n	काम्‍बुस्‍या	5.2.3.4
2933	Kagate			kam‍buᶫsʲa			dry article	सुक्खा चीज	n	काम्‍बुस्‍याः	
2934	Kagate			kamre			tuberculosis, TB	सुकेनास	n	काम्रे	5.2.4
2935	Kagate			kam‍sa			place for drying	सुकाउने ठाउँ	n	काम्‍सा	1.5
2936	Kagate			kaji			stain	कत्ला	n	कायी	
2937	Kagate			kara			girdle, cloth tied around the waist	पटुका, पटुकी	n	कारा	5.3.2
2938	Kagate			kãre			Kande (name of a place)	काँडे	n	काँरे	9.7.2
2939	Kagate			karken			tradition of putting flour or ghee on three points of the mouth of cup, in order to express welcome, good luck or goodbye)	सगुन राख्दा तीन धर्को घ्यू भाँडाको टुप्पोमा राखिने प्रकृया	n	कार्केन	
2940	Kagate	GUESS	1932	kartse			to guess, to weigh, to compare	अनुमान, जोख्नु, तुलना गर्नु	v	कार्चे	9.4.5
2941	Kagate			ᶫkartse			to thrust	घुसार्नु	v	काःर्चे	4.3.6.4
2942	Kagate	NOTICE (SOMETHING)	2893	kartsʲa			information, notice	सूचना, जानकारी	n	कार्च्‍या	3.5.3.2
2943	Kagate			kartsʲu						कार्च्‍यु	
2944	Kagate			kartsʲupri			upset stomach, stomach ache;	पेटको दुखाइ;फाटेको दूधबाट निस्केको छोक्रो	n	कार्च्युप्री	5.2.3.2.2
2945	Kagate			kartuŋ			seashell	शङ्ख	n	कार्तुङ	2.6.6.3
2946	Kagate			karᶫtuŋbu			seashell insect	सङ्‍खे कीरा	n	कार्तुङ बु	1.6.1.9
2947	Kagate	SPICY	544	ᶫkarpa			pungent, spicy, hot (taste)	पिरो	adj	काःर्पा	5.2.2.4
2948	Kagate	GLARING	2228	karpu			glaring, scorching, blazing	टन्टलापुर	n	कार्पु	1.1.1
2949	Kagate	PUPIL	1658	karma			pupil;luck;star	आँखाकोनानी,;भाग्य;तारा	n	कार्मा	2.1.7
2950	Kagate			karmi			skilled carpenter	मिस्त्री	n	कार्मी	6.5
2951	Kagate	WHITE	1335	karmu			white;fair-skinned	सेतो;गोरो	adj	कार्मु	2.6.6.3
2952	Kagate	OFFICE	2430	karjalaja			office	कार्यालय	n	कार्यालाया	6.9
2953	Kagate			ᶫkarsiŋ			wooden support for climbing creepers	थाङ्ग्रो	n	काःर्सीङ	
2954	Kagate			karse			brownish-grey	फुस्रो	adj	कार्से	
2955	Kagate	HOLE	1667	ᶫkal			hole	प्वाल	n	काःल	1.6.5
2956	Kagate	WHERE	1237	ᶫkala			where?	कता, कहाँ	interrog	काःला	7.2.3.1
2957	Kagate			ᶫkala-ᶫkala			where-ever	कहाँ-कहाँ	adv	काःला-काःला	3.4.2.1.5
2958	Kagate			ᶫkalaŋ			nowhere	कहीँ पनि	adv	काःलाङ	8.1.5.2
2959	Kagate			ᶫkalaŋ ᶫm‍ja			nowhere	कहीँ छैन		काःलाङ्‍म्‍याः	9.7.3
2960	Kagate			ᶫkaᶫlam‍le			where from?	कताबाट	interrog	काःलाःम्‍ले	3.5.1.1.6
2961	Kagate			kaliŋ			vessel for holding water or milk	ढुङ्ग्रो	n	कालीङ	6.2.4.3
2962	Kagate			ᶫkale			where from?	कताबाट	interrog	काःले	3.5.1.4.1
2963	Kagate			ᶫkaleŋ			from anywhere	कतै बाट	adv	काःलेङ	8.1.5.2
2964	Kagate			kal‍dze			make someone to carry something	बोकाउनु	v	काल्‍जे	4.8.4.6.1
2965	Kagate			ᶫkal‍dzʲum			purse	थैली	n	काःल्‍ज्‍युम	5.3.2
2966	Kagate	BAG	2468	ᶫkal‍da			bag	झोला	n	काःल्‍दा	5.3.6
2967	Kagate	AGE	1789	kal‍ba			era, age	युग	n	काल्‍बा	8.4.1.7
2968	Kagate			kal‍li			anklet	पाउजु	n	काल्‍ली	5.4.1
2969	Kagate			kawa			peg (of wood used for tethering cattle)	किलो	n	कावा	6.2.5.4
2970	Kagate	OR	1014	ki			or	वा	conn	की	9.6.1.2
2971	Kagate	SPIDER	843	kigor			spider	माकुरा	n	कीगोर	1.6.5
2972	Kagate	BORROW	1823	kidze			to borrow	सापटी लिनु	v	कीजे	6.8.5.1
2973	Kagate			ᶫkitok			stone in fireplace	अगेनुको चौघेरामा लगाएको ढुङ्गा	n	कीःतोक	5.5.7
2974	Kagate			ᶫkipa			calf (leg)	छेपारी	n	कीःपा	2.1.7
2975	Kagate	HAPPINESS	2941	kipu			happiness, joy	सुख	n	कीपु	3.2.1.1
2976	Kagate	INSTEAD	1652	kim‍ba			instead;shaft	सट्टा;सापट	n	कीम्‍बा	9.6.1.5.2
2977	Kagate	EXCHANGE	2509	kim‍bai-kim‍ba			exchange	सट फेर	n	कीम्‍बाइ-कीम्‍बा	
2978	Kagate			kirãt			Kirat people of Nepal (Rai, Limbu)	किराँत	n	कीराँत	9.7.2.2
2979	Kagate	HUNTER	1053	kiralba			hunter	सिकारी	n	कीराल्बा	6.3.1.5
2980	Kagate	SOUR	1906	kirpu			sour	अमिलो	adj	कीर्पु	5.2.2.4
2981	Kagate	BETWEEN	689	kil			between, among	माझ, बीच		कील	8.5.4.4
2982	Kagate	BETWEEN	689	kil-kil‍la			between, inbetween	बीच-बीचमा	n	कील-कील्‍ला	8.5.4.4
2983	Kagate			kilik			wooden latch	आग्लो, चुकुल	n	कीलीक	7.8.5
2984	Kagate			kil‍dze			to stop	रोक्नु, घेर्नु	v	कील्‍जे	8.5.4.2
2985	Kagate	CHEW	321	kil‍da			chew	उघ्र्‍याइ	n	कील्‍दा	
2986	Kagate			ᶫkil‍daŋ			type of fruit	सिँगटो (एक प्रकारको फल)	n	कीःल्‍दाङ	1.5.1
2987	Kagate			kil‍dum			flat stone for supporting leather which is made smooth by scratching or beating	पलेटी	n	कील्‍दुम	
2988	Kagate	FLEA	232	kisik			flea	उपियाँ	n	कीसीक	
2989	Kagate			ku			pretext;statue, sculpture, idol	निहुँ;मुर्ति	n	कु	1.2.2
2990	Kagate	NINE	1483	ᶫku			nine	नौ	num	कुः	6.6.2.4
2991	Kagate			ᶫkuiᶫŋimu			two days after tomorrow	कानिकोर्सि	n	कुःइङीःमु	
2992	Kagate			ᶫkuk‍pa			crawling (like a baby)	बामे	n	कुःक्‍पा	7.2.1.1.2
2993	Kagate	WAIT (FOR)	1590	ᶫkukʰudze			to wait	कुर्न सक्नु	v	कुःखुजे	4.3.1.5
2994	Kagate	NIGHT	1233	ᶫkuŋ‍mu			night	राती	n	कुःङ्‍मु	5.2.2.2
2995	Kagate			ᶫkuŋ‍muᶫnup			whole night, all night	रातभर	adv	कुःङ्‍मुनुःप	2.6.2.3
2996	Kagate			ᶫkuŋ‍se			earth dust, twilight	झिसमिसे, गोधूलि, साँझ	n	कुःङ्‍से	8.4.1.2.3
2997	Kagate			kut‍tsere			devious;miserly	कपटी;कन्जुस	adj	कुच्‍चेरे	3.3.2.2
2998	Kagate	QUIET	1314	kutsʰume			quiet	चुप	n	कुछुमे	7.1.7
2999	Kagate	STEAL	713	kudze			to steal	चोर्नु	v	कुजे	7.1.3
3000	Kagate	WAIT (FOR)	1590	ᶫkudze			to wait;to bow down	पर्खिनु, पर्खनु;निहुराउनु, निहुरिनु	v	कुःजे	4.8.4.6.1
3001	Kagate			kutikuti			tickling	काउकुती	n	कुतीकुती	7.3.4.5
3002	Kagate	LEOPARD	1139	kũdu			leopard	चितुवा	n	कुँदु	1.6.1.1.2
3003	Kagate			kuduŋ‍duŋ			type of medical herb	इन्द्रेनी (बनौषधि)	n	कुदुङ्‍दुङ	1.5.1
3004	Kagate			kuna ᶫsi			four corners	चार कुना	n	कुना सीः	6.5.1.2
3005	Kagate			kun‍ᶫdiŋ			wooden tool for husking rice (with a pole with a pestle which is raised and descended sharply into a hole of stone in the ground)	ढिकी	n	कुन्‍दीःङ	6.7.2
3006	Kagate	VAGINA	1836	kup			vagina	योनि	n	कुप	
3007	Kagate	THREAD	1161	kupa			thread	धागो	n	कुपा	6.6.4.1
3008	Kagate			kumuk			small copper lamp	पानास, दियो	n	कुमुक	8.3.3.1.1
3009	Kagate	THIEF	1160	kumen			thief	चोर	n	कुमेन	4.8.3.8
3010	Kagate			kumen ᶫlam			shortcut	चोर बाटो	n	कुमेन लाःम	6.5.4.1
3011	Kagate			kumeᶫru mahasagar			Antarctic Ocean	कुमेरु महासागर	n	कुमेरू माहासागार	9.7.2.8
3012	Kagate			kum‍dze / kuŋ‍dze			to crush;to bury;to cover, to hide	दबाउनु;गाड्नु;छोप्नु	v	कुम्‍जे / कुङ्‍जे	7.6
3013	Kagate			kum‍bʰakarna			Kumbhakarna mountain range	कुम्भकर्ण	n	कुम्‍भाकार्ना	9.7.2.7
3014	Kagate	SWING	3101	kujuŋ			swing, swing	पिङ	n	कुयुङ	
3015	Kagate	STATUE	1002	ᶫkur			statue	मृतककोपुत्ला	n	कुःर	
3016	Kagate	WORSHIP	257	kuriŋ			worship, ritual	पूजा	n	कुरीङ	4.9.5.3
3017	Kagate			kurki			type of herb	कुर्की	n	कुर्की	1.5.3
3018	Kagate			ᶫkurtse			to care	रुङ्नु	v	कुःर्चे	
3019	Kagate			kurma			wizard carrying bag	झावी	n	कुर्मा	6.6.4.2
3020	Kagate			kurmu			small funnel	सोली	n	कुर्मु	6.6.2.6
3021	Kagate			ᶫkur‍jam			cockcrow	सखार	n	कुःर्‍याम	
3022	Kagate			kuluk			canal for irrigating fields	कुलेसो, कुलो	n	कुलुक	
3023	Kagate			kul‍dze			to put firewood on fireplace;to order	ठाकठुक गर्नु;अह्राउनु, लगाउनु	v	कुल्‍जे	6.1
3024	Kagate			kul‍di			lentils	गहत	n	कुल्‍दी	5.2.3.1.1
3025	Kagate	SLOW	701	ᶫkul‍bu			slow, late, confused	ढिलो, अलमल	adj	कुःल्‍बु	5.2.2.4
3026	Kagate			kul‍ma			disclosure of a secret, one-sixty-fourth of one dharni	पोल	n	कुल्‍मा	4.7.8.1
3027	Kagate			ke			bidding;voice	बोली;स्वर	n	के	4.3.1.2
3028	Kagate	EIGHT	1705	ᶫke			eight	आठ	num	केः	4.2.3.1
3029	Kagate			ke ᶫetse			to be voiced	स्वर हुनु	v	के एःचे	3.5.1.1.4
3030	Kagate	CALL	1084	kekʲap‍tsadze			to call	बोलाइ टोपल्नु	v	केक्‍याप्‍चाजे	8.1.7.3
3031	Kagate	INVITE	1611	kekʲap‍tse			to invite, to call	बोलाउनु	v	केक्‍याप्‍चे	3.5.1.4.1
3032	Kagate	GIFT	2982	kega			gift	कोसेली	n	केगा	
3033	Kagate			keŋ‍kʰudze			to be able to wear	लगाउन सक्नु	v	केङ्‍खुजे	
3034	Kagate	WEAR	976	keŋ‍dze			to wear, to put on (clothes etc.)	लगाउनु	v	केङ्‍जे	2.6.6.3
3035	Kagate	WEAR	976	ᶫkeŋ‍dze			to wear, to put on, to apply	लगाउनु	v	केःङ्‍जे	5.3.7
3036	Kagate			ketse			to break (trans.)	फुटाउनु	v	केचे	6.6.2.5
3037	Kagate			ᶫketse			to break (intrans.)	फुट्नु	v	केःचे	6.6.2.9.1
3038	Kagate	GIVE BIRTH	1195	ketsʲudze			to give birth, to grow	जन्माउनु, उम्राउनु	v	केच्‍युजे	6.2.1.5
3039	Kagate	GROW	479	kedze			to grow;to be born	उम्रनु;जन्मनु, जन्माउनु	v	केजे	6.2.1
3040	Kagate			ᶫkedze			to distribute	बाँड्नु, वितरण गर्नु	v	केःजे	6.8.3.3
3041	Kagate			kedze ᶫɖodze			to be pregnant	गर्भवती हुनु	v	केजे डोजे	
3042	Kagate	SHOUT	715	ketaŋ‍dze			to cry out, shout, prattle, to babble, complain	गाली गर्नु, कराउनु	v	केताङ्‍जे	3.2.5.4.2
3043	Kagate	SCOLD	299	keteŋ‍dze			to scold, to rebuke, to admonish	गाली गर्नु	v	केतेङ्‍जे	4.8.4.1
3044	Kagate			ᶫketertse			to distribute	बाँडिदिनु	v	केःतेर्चे	8.1.6.1
3045	Kagate			keda			belt used when weaving with a loom	तान बन्दा लगाइने एक प्रकारको पेटी	n	केदा	
3046	Kagate	LAUGH	1355	ᶫkedaŋ			laugh, happiness	हाँसो, खुशी	n	केःदाङ	6.8.2.6
3047	Kagate			ᶫkedaŋ kʲap‍tse			to enjoy;to smile;to be happy	रमाइलो गर्नु;मुस्कुराउनु;मख्ख हुनु	v	केःदाङ क्‍याप्‍चे	3.4.1.1.1
3048	Kagate			kedartse			to quaver, have a shaking/quivering/trembling voice	स्वर काम्नु	v	केदार्चे	3.5.1.1.8
3049	Kagate	GHOST	1175	ken			ghost	भुत प्रेत	n	केन	
3050	Kagate			ᶫken			uphill	उकालो	adj	केःन	8.5.2.4
3051	Kagate	ADORNMENT	1822	ᶫken‍dzʲa			adornment, ornament, jewellary	गहना, गरगहना	n	केःन्‍ज्‍या	8.3.8
3052	Kagate	RICH	712	ᶫken‍da			wealthy, rich	धनी	adj	केःन्‍दा	3.2.1.3
3053	Kagate	DENSE	2239	ken‍di			dense, thick	बाक्लो	adj	केन्‍दी	1.2.3.1
3054	Kagate			kendok			praise (of god)	रुद्री (पूजा)	n	केन्दोक	
3055	Kagate	RICH	712	ᶫken‍ba			rich	धनाध्य	n	केःन्‍बा	
3056	Kagate	WAIST	1681	kepa			waist	कम्मर	n	केपा	2.1.2
3057	Kagate			ᶫkepa			terraced field	कान्लो, गरा	n	केःपा	
3058	Kagate			keparil‍dze			to lean back	ढेस्सिनु, अडेस लाग्नु	v	केपारील्‍जे	7.1.6
3059	Kagate	GINGER	2500	ᶫkep‍sʲal			ginger	अदुवा	n	केःप्‍स्‍याल	5.2.3.1.5
3060	Kagate	GIVE BIRTH	1195	kebu			birth	जन्म	n	केबु	4.1.9.1
3061	Kagate	BIRTHDAY	2407	kebu ᶫŋima			birthday	जन्म दिन	n	केबु ङीःमा	8.4.1.8
3062	Kagate			kebu ᶫdarta			birth registration	जन्म दर्ता	n	केबु दार्ता	4.6.2
3063	Kagate			kebula			congenital	जन्म जात	n	केबुला	4.9.4.5
3064	Kagate			kem			red thread worn as a garland in worship	कोखा	n	केम	2.1.2
3065	Kagate			kema			uphill	उकालो		केमा	7.2.2.4
3066	Kagate	BUTTER	1245	kemar			butter	नौनी	n	केमार	
3067	Kagate			ᶫkemu			smiling, laughing;laughter	मुस्कुराउने, हाँस्‍ने;हाँसो	adj	केःमु	3.5.1.5.1
3068	Kagate			ᶫkemu ᶫlaŋ‍dze			to make someone laugh	हँसाउनु, हाँसो गर्नु	v	केःमु लाःङ्‍जे	7.3.4.5
3069	Kagate	LAUGH	1355	ᶫkemu sʲortse			to laugh	हाँस्‍नु	v	केःमु स्‍योर्चे	3.5.6.3
3070	Kagate			ᶫkemba			money-lender	साहु	adj	केःम्बा	2.6.1.2
3071	Kagate	OWNER	1036	ᶫkem‍ba			owner, proprietor	मालिक	n	केःम्‍बा	4.2.1.4.2
3072	Kagate			kerpa			type of fruit	जमुन मान्द्रे (लेखमा पाइने फल)	n	केर्पा	1.5.3
3073	Kagate	CLOTH	1616	ᶫkela			cloth, material, dress, clothes	लुगा, कपडा	n	केःला	2.6.6.3
3074	Kagate	GIVE BIRTH	1195	kewa			birth	जन्ममा	n	केवा	
3075	Kagate			kesa			birthplace	जन्म थलो	n	केसा	
3076	Kagate			ᶫkesʲal			smiling;funny	मुस्कुराउने;हँसाउने	adj	केःस्‍याल	4.2.6
3077	Kagate			ᶫkesʲale			laughing (face), smiling	हँसालु	adj	केःस्‍याले	3.5.1.1.3
3078	Kagate	AGE	1789	ᶫkes‍swa			old age	बुढेसकाल	n	केःस्‍स्वा	2.6.4.5
3079	Kagate			kõ			to have to	-पर्छ	v	-कोँ	
3080	Kagate	DOOR	1567	ᶫko			door	ढोका	n	कोः	6.6.3.2
3081	Kagate			koila			one part of making lasi	कोइला	n	कोइला	
3082	Kagate			kõkar			yellow-cheeked marten, Martes flavigula	मलसाँप्रो	n	कोँकार	
